"Time","by-stack"
2024-02-27 02:09:00,25600000
2024-02-27 02:09:30,31473664
2024-02-27 02:10:00,31883264
2024-02-27 02:10:30,68378624
2024-02-27 02:11:00,72773632
2024-02-27 02:11:30,100605952
2024-02-27 02:12:00,100904960
2024-02-27 02:12:30,146649088
2024-02-27 02:13:00,155295744
2024-02-27 02:13:30,161742848
2024-02-27 02:14:00,174829568
2024-02-27 02:14:30,199249920
2024-02-27 02:15:00,217640960
2024-02-27 02:15:30,223932416
2024-02-27 02:16:00,241229824
2024-02-27 02:16:30,268492800
2024-02-27 02:17:00,301563904
2024-02-27 02:17:30,290115584
2024-02-27 02:18:00,297046016
2024-02-27 02:18:30,322252800
2024-02-27 02:19:00,335978496
