"Time","by-stack"
2024-02-27 02:09:00,2200305664
2024-02-27 02:09:30,2490171392
2024-02-27 02:10:00,2736394240
2024-02-27 02:10:30,3820040192
2024-02-27 02:11:00,4075720704
2024-02-27 02:11:30,4308234240
2024-02-27 02:12:00,4383567872
2024-02-27 02:12:30,4731052032
2024-02-27 02:13:00,4827570176
2024-02-27 02:13:30,4912291840
2024-02-27 02:14:00,4936634368
2024-02-27 02:14:30,4981510144
2024-02-27 02:15:00,5011677184
2024-02-27 02:15:30,5017239552
2024-02-27 02:16:00,5027250176
2024-02-27 02:16:30,5013180416
2024-02-27 02:17:00,5032517632
2024-02-27 02:17:30,5051211776
2024-02-27 02:18:00,5061296128
2024-02-27 02:18:30,5050372096
2024-02-27 02:19:00,5021728768
