"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2024-02-27 02:09:15,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:09:30,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:09:45,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:10:00,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:10:15,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:10:30,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:10:45,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:11:00,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:11:15,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:11:30,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:11:45,1,1,1,1,1,1,1,1,1,1
2024-02-27 02:12:00,1,2,1,1,1,1,1,1,1,1
2024-02-27 02:12:15,2,2,1,1,1,1,1,1,1,1
2024-02-27 02:12:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:12:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:13:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:13:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:13:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:13:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:14:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:14:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:14:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:14:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:15:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:15:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:15:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:15:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:16:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:16:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:16:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:16:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:17:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:17:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:17:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:17:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:18:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:18:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:18:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:18:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:19:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 02:19:15,2,2,2,1,1,1,1,1,1,1
