"Time","all-in-one"
2024-01-20 01:44:30,21782528
2024-01-20 01:45:00,38535168
2024-01-20 01:45:30,41689088
2024-01-20 01:46:00,67702784
2024-01-20 01:46:30,71974912
2024-01-20 01:47:00,101982208
2024-01-20 01:47:30,133496832
2024-01-20 01:48:00,133496832
2024-01-20 01:48:30,186716160
2024-01-20 01:49:00,196718592
2024-01-20 01:49:30,234639360
2024-01-20 01:50:00,234639360
2024-01-20 01:50:30,266743808
2024-01-20 01:51:00,266743808
2024-01-20 01:51:30,284651520
2024-01-20 01:52:00,295137280
2024-01-20 01:52:30,304697344
2024-01-20 01:53:00,302600192
2024-01-20 01:53:30,318894080
2024-01-20 01:54:00,325185536
2024-01-20 01:54:30,325185536
