"Time","all-in-one - allinone","all-in-one - carts-db","all-in-one - catalogue-db","all-in-one - orders-db","all-in-one - rabbitmq","all-in-one - rabbitmq-exporter","all-in-one - session-db","all-in-one - user-db"
2024-01-20 01:44:30,1,1,1,1,1,1,1,1
2024-01-20 01:44:45,1,1,1,1,1,1,1,1
2024-01-20 01:45:00,1,1,1,1,1,1,1,1
2024-01-20 01:45:15,1,1,1,1,1,1,1,1
2024-01-20 01:45:30,1,1,1,1,1,1,1,1
2024-01-20 01:45:45,1,1,1,1,1,1,1,1
2024-01-20 01:46:00,2,1,1,1,1,1,1,1
2024-01-20 01:46:15,2,1,1,1,1,1,1,1
2024-01-20 01:46:30,2,1,1,1,1,1,1,1
2024-01-20 01:46:45,2,1,1,1,1,1,1,1
2024-01-20 01:47:00,2,1,1,1,1,1,1,1
2024-01-20 01:47:15,2,1,1,1,1,1,1,1
2024-01-20 01:47:30,2,1,1,1,1,1,1,1
2024-01-20 01:47:45,2,1,1,1,1,1,1,1
2024-01-20 01:48:00,2,1,1,1,1,1,1,1
2024-01-20 01:48:15,2,1,1,1,1,1,1,1
2024-01-20 01:48:30,2,1,1,1,1,1,1,1
2024-01-20 01:48:45,2,1,1,1,1,1,1,1
2024-01-20 01:49:00,2,1,1,1,1,1,1,1
2024-01-20 01:49:15,2,1,1,1,1,1,1,1
2024-01-20 01:49:30,2,1,1,1,1,1,1,1
2024-01-20 01:49:45,2,1,1,1,1,1,1,1
2024-01-20 01:50:00,2,1,1,1,1,1,1,1
2024-01-20 01:50:15,2,1,1,1,1,1,1,1
2024-01-20 01:50:30,2,1,1,1,1,1,1,1
2024-01-20 01:50:45,2,1,1,1,1,1,1,1
2024-01-20 01:51:00,2,1,1,1,1,1,1,1
2024-01-20 01:51:15,2,1,1,1,1,1,1,1
2024-01-20 01:51:30,2,1,1,1,1,1,1,1
2024-01-20 01:51:45,2,1,1,1,1,1,1,1
2024-01-20 01:52:00,2,1,1,1,1,1,1,1
2024-01-20 01:52:15,2,1,1,1,1,1,1,1
2024-01-20 01:52:30,2,1,1,1,1,1,1,1
2024-01-20 01:52:45,2,1,1,1,1,1,1,1
2024-01-20 01:53:00,2,1,1,1,1,1,1,1
2024-01-20 01:53:15,2,1,1,1,1,1,1,1
2024-01-20 01:53:30,2,1,1,1,1,1,1,1
2024-01-20 01:53:45,2,1,1,1,1,1,1,1
2024-01-20 01:54:00,2,1,1,1,1,1,1,1
2024-01-20 01:54:15,2,1,1,1,1,1,1,1
2024-01-20 01:54:30,2,1,1,1,1,1,1,1
