"Time","by-dependencies"
2024-02-27 05:12:30,30605312
2024-02-27 05:13:00,53346304
2024-02-27 05:13:30,66392064
2024-02-27 05:14:00,70660096
2024-02-27 05:14:30,100192256
2024-02-27 05:15:00,110813184
2024-02-27 05:15:30,166436864
2024-02-27 05:16:00,168431616
2024-02-27 05:16:30,198508544
2024-02-27 05:17:00,215146496
2024-02-27 05:17:30,230699008
2024-02-27 05:18:00,248926208
2024-02-27 05:18:30,267919360
2024-02-27 05:19:00,280109056
2024-02-27 05:19:30,314466304
2024-02-27 05:20:00,339718144
2024-02-27 05:20:30,325644288
2024-02-27 05:21:00,355610624
2024-02-27 05:21:30,376082432
2024-02-27 05:22:00,384221184
2024-02-27 05:22:30,411484160
