Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,27658,0,78,95.62665413261986,1,585,8688.0,46.016591806204126,0.0,78,98,120,130,170,210,260,320,480,580,580
GET,/basket.html,27139,0,47,65.46350270827959,1,620,23020.0,45.15309440409913,0.0,47,70,89,100,140,190,250,300,460,570,620
DELETE,/cart,25267,0,4600,4350.159456999248,65,7574,0.0,42.03851417916551,0.0,4600,4800,4900,5000,5200,5400,5700,6000,6600,7200,7600
POST,/cart,27147,37,6200,5996.157733819575,80,9774,0.0872287913949976,45.16640457600056,0.06155954504409403,6200,6500,6700,6800,7200,7500,7900,8200,9000,9600,9800
GET,/category.html,27424,0,44,61.31833430571762,0,698,11518.0,45.627269278087425,0.0,44,67,84,97,140,180,230,280,430,580,700
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3118,0,39,58.67158434894163,0,591,10364.0,5.187639498580681,0.0,39,61,83,96,140,180,230,280,520,590,590
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3023,0,38,59.6235527621568,0,522,10364.0,5.02958120725125,0.0,38,61,84,100,140,180,250,290,400,520,520
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,2992,0,41,61.0033422459893,0,491,10364.0,4.978004291133225,0.0,41,63,85,99,140,190,250,300,470,490,490
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3062,0,41,61.35499673416068,0,559,10364.0,5.0944682952707,0.0,41,64,86,100,140,180,240,300,470,560,560
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3161,0,41,61.99778551091427,0,470,10364.0,5.259181672550844,0.0,41,65,87,100,140,190,250,310,430,470,470
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3014,0,39,62.088586595885864,0,520,10364.0,5.014607263862146,0.0,39,63,87,100,140,200,250,310,440,520,520
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3049,0,38,58.96589045588718,0,490,10364.0,5.072839265930884,0.0,38,63,84,97,140,180,230,270,440,490,490
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,2974,0,40,61.48722259583053,0,579,10364.0,4.948056404355017,0.0,40,65,88,100,140,180,250,300,440,580,580
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3023,0,40,60.4756864042342,0,518,10364.0,5.02958120725125,0.0,40,65,86,100,140,180,230,280,420,520,520
GET,/login,27431,0,5200,4959.816667274252,49,8234,12.998578250884036,45.63891567850117,0.0,5200,5400,5600,5700,6000,6300,6600,6800,7500,8200,8200
POST,/orders,25469,0,33000,24776.993128901802,233,41205,604.0433860771918,42.37459601967651,0.0,33000,36000,37000,37000,38000,39000,40000,40000,40000,41000,41000
,Aggregated,214951,37,250,4873.4657712688,0,41205,6888.941447120506,357.6293450479204,0.06155954504409403,250,4800,5400,5800,7400,35000,38000,38000,40000,40000,41000
