"Time","by-stack"
2024-02-27 03:06:30,0.0741
2024-02-27 03:07:00,2.29
2024-02-27 03:07:30,4.84
2024-02-27 03:08:00,4.19
2024-02-27 03:08:30,3.12
2024-02-27 03:09:00,0.765
2024-02-27 03:09:30,0.357
2024-02-27 03:10:00,3.72
2024-02-27 03:10:30,5.36
2024-02-27 03:11:00,5.09
2024-02-27 03:11:30,5.80
2024-02-27 03:12:00,5.70
2024-02-27 03:12:30,6.00
2024-02-27 03:13:00,5.56
2024-02-27 03:13:30,4.74
2024-02-27 03:14:00,4.66
2024-02-27 03:14:30,5.43
2024-02-27 03:15:00,4.47
2024-02-27 03:15:30,3.76
2024-02-27 03:16:00,2.53
2024-02-27 03:16:30,4.23
