"Time","by-stack"
2024-02-27 03:06:30,26419200
2024-02-27 03:07:00,27381760
2024-02-27 03:07:30,28360704
2024-02-27 03:08:00,60252160
2024-02-27 03:08:30,60313600
2024-02-27 03:09:00,60329984
2024-02-27 03:09:30,60342272
2024-02-27 03:10:00,69357568
2024-02-27 03:10:30,101588992
2024-02-27 03:11:00,120987648
2024-02-27 03:11:30,142675968
2024-02-27 03:12:00,168882176
2024-02-27 03:12:30,168886272
2024-02-27 03:13:00,200949760
2024-02-27 03:13:30,207859712
2024-02-27 03:14:00,226635776
2024-02-27 03:14:30,247164928
2024-02-27 03:15:00,262029312
2024-02-27 03:15:30,275050496
2024-02-27 03:16:00,287412224
2024-02-27 03:16:30,299511808
