"Time","by-dependencies"
2024-01-23 00:17:00,14049280
2024-01-23 00:17:30,14053376
2024-01-23 00:18:00,26927104
2024-01-23 00:18:30,28934144
2024-01-23 00:19:00,70590464
2024-01-23 00:19:30,70709248
2024-01-23 00:20:00,108056576
2024-01-23 00:20:30,108183552
2024-01-23 00:21:00,150749184
2024-01-23 00:21:30,159875072
2024-01-23 00:22:00,207790080
2024-01-23 00:22:30,235286528
2024-01-23 00:23:00,276729856
2024-01-23 00:23:30,298950656
2024-01-23 00:24:00,315379712
2024-01-23 00:24:30,331673600
2024-01-23 00:25:00,373227520
2024-01-23 00:25:30,397377536
2024-01-23 00:26:00,413671424
2024-01-23 00:26:30,439222272
2024-01-23 00:27:00,462495744
