"Time","all-in-one"
2023-05-28 18:45:00,16257024
2023-05-28 18:45:30,18313216
2023-05-28 18:46:00,22495232
2023-05-28 18:46:30,38539264
2023-05-28 18:47:00,38539264
2023-05-28 18:47:30,72744960
2023-05-28 18:48:00,72744960
2023-05-28 18:48:30,111075328
2023-05-28 18:49:00,111075328
2023-05-28 18:49:30,141082624
2023-05-28 18:50:00,147374080
2023-05-28 18:50:30,144797696
2023-05-28 18:51:00,144797696
2023-05-28 18:51:30,146415616
2023-05-28 18:52:00,146415616
2023-05-28 18:52:30,167387136
2023-05-28 18:53:00,167387136
2023-05-28 18:53:30,177389568
2023-05-28 18:54:00,175345664
2023-05-28 18:54:30,168570880
2023-05-28 18:55:00,168570880

