"Time","by-dependencies"
2024-01-20 02:06:30,0.163
2024-01-20 02:07:00,2.16
2024-01-20 02:07:30,4.37
2024-01-20 02:08:00,4.66
2024-01-20 02:08:30,5.07
2024-01-20 02:09:00,5.24
2024-01-20 02:09:30,5.97
2024-01-20 02:10:00,5.51
2024-01-20 02:10:30,5.05
2024-01-20 02:11:00,5.06
2024-01-20 02:11:30,4.61
2024-01-20 02:12:00,4.74
2024-01-20 02:12:30,4.81
2024-01-20 02:13:00,4.47
2024-01-20 02:13:30,4.81
2024-01-20 02:14:00,4.68
2024-01-20 02:14:30,4.67
2024-01-20 02:15:00,4.60
2024-01-20 02:15:30,4.54
2024-01-20 02:16:00,3.69
2024-01-20 02:16:30,3.12
