"Time","by-dependencies"
2024-01-20 02:06:30,13971456
2024-01-20 02:07:00,13979648
2024-01-20 02:07:30,42246144
2024-01-20 02:08:00,42659840
2024-01-20 02:08:30,84897792
2024-01-20 02:09:00,88829952
2024-01-20 02:09:30,120279040
2024-01-20 02:10:00,137043968
2024-01-20 02:10:30,182456320
2024-01-20 02:11:00,193318912
2024-01-20 02:11:30,220282880
2024-01-20 02:12:00,222085120
2024-01-20 02:12:30,243621888
2024-01-20 02:13:00,261959680
2024-01-20 02:13:30,284737536
2024-01-20 02:14:00,284737536
2024-01-20 02:14:30,300511232
2024-01-20 02:15:00,316821504
2024-01-20 02:15:30,354054144
2024-01-20 02:16:00,356675584
2024-01-20 02:16:30,369582080
