"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2024-01-20 02:06:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:07:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:07:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:07:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:08:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:08:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:08:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:09:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:09:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:09:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:09:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:10:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:10:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:10:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:11:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:11:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:11:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:12:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:12:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:12:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:13:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:13:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:13:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:13:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:14:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:14:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:14:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 02:15:00,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-01-20 02:15:15,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-01-20 02:15:30,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-01-20 02:15:45,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-01-20 02:16:00,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-01-20 02:16:15,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-01-20 02:16:30,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-01-20 02:16:45,0,0,0,0,0,3,0,0,0,0,0,0,0
