Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,25331,0,71,127.93869172160593,1,2512,8688.0,42.13838761627506,0.0,71,88,100,120,180,340,960,1100,2400,2500,2500
GET,/basket.html,24263,0,35,62.95111898775914,1,1520,23020.0,40.3617582698544,0.0,35,53,68,80,120,180,320,710,1200,1500,1500
DELETE,/cart,21982,0,5100,4787.256664543717,16,8809,0.0,36.567290536534614,0.0,5100,5300,5500,5600,6000,6300,6700,7000,8000,8600,8800
POST,/cart,24270,31,6800,6542.337783271529,87,12591,0.08174701277297075,40.373402844222326,0.05156882934367087,6800,7200,7500,7600,8100,8600,9100,9500,11000,12000,13000
GET,/category.html,24895,0,36,84.04366338622214,1,1629,11518.0,41.41309698421569,0.0,36,55,71,84,130,250,980,1100,1300,1500,1600
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2844,0,31,83.80028129395218,1,1544,10364.0,4.731024214625805,0.0,32,50,68,85,140,260,950,1000,1300,1500,1500
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,2695,0,31,88.40185528756957,1,1338,10364.0,4.4831611316513875,0.0,31,49,65,81,150,340,970,1100,1300,1300,1300
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,2720,0,31,78.65955882352941,1,1426,10364.0,4.524748897251122,0.0,31,48,66,80,140,230,910,1000,1200,1400,1400
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,2859,0,33,90.4368660370759,1,1489,10364.0,4.755976873985646,0.0,33,52,70,86,160,330,950,1100,1400,1500,1500
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,2769,0,30,78.5308775731311,1,1383,10364.0,4.606260917826601,0.0,30,47,63,78,140,250,910,990,1300,1400,1400
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,2810,0,34,89.03879003558718,0,1434,10364.0,4.674464853410166,0.0,34,52,69,86,150,350,950,1000,1400,1400,1400
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,2773,0,32,79.91741795888929,0,1354,10364.0,4.612914960322559,0.0,32,50,64,81,140,250,920,1000,1300,1400,1400
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,2663,0,32,88.81299286518964,0,1371,10364.0,4.429928791683727,0.0,32,51,69,83,150,350,960,1000,1300,1400,1400
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,2755,0,34,82.59709618874773,1,1385,10364.0,4.58297176909075,0.0,34,51,69,86,140,240,950,1000,1400,1400,1400
GET,/login,24905,0,5700,5469.781931339088,21,9813,12.996346115237904,41.42973209045558,0.0,5700,6100,6300,6400,6800,7200,7700,8100,9000,9700,9800
POST,/orders,22386,1,39000,28003.12038774234,256,45410,604.982399714107,37.239348828626326,0.001663510623989383,39000,41000,41000,41000,43000,43000,44000,44000,45000,45000,45000
,Aggregated,192920,32,430,5370.524885963094,0,45410,6931.1560439560435,320.92446958003177,0.053232339967660254,430,5200,6000,6500,8400,40000,42000,43000,44000,45000,45000
