"Time","by-dependencies"
2023-05-27 23:30:30,2096074752
2023-05-27 23:31:00,2098720768
2023-05-27 23:31:30,2275581952
2023-05-27 23:32:00,2339880960
2023-05-27 23:32:30,2465230848
2023-05-27 23:33:00,2498199552
2023-05-27 23:33:30,2512748544
2023-05-27 23:34:00,2577756160
2023-05-27 23:34:30,2586284032
2023-05-27 23:35:00,2608250880
2023-05-27 23:35:30,2626572288
2023-05-27 23:36:00,2646921216
2023-05-27 23:36:30,2676224000
2023-05-27 23:37:00,2676092928
2023-05-27 23:37:30,2685427712
2023-05-27 23:38:00,2696740864
2023-05-27 23:38:30,2695868416
2023-05-27 23:39:00,2702553088
2023-05-27 23:39:30,2690867200
2023-05-27 23:40:00,2715267072
2023-05-27 23:40:30,2726969344

