"Time","Total Cost"
2023-05-27 23:32:45,69.63
2023-05-27 23:33:00,104.91
2023-05-27 23:33:15,104.91
2023-05-27 23:33:30,104.91
2023-05-27 23:33:45,104.91
2023-05-27 23:34:00,113.63
2023-05-27 23:34:15,113.63
2023-05-27 23:34:30,113.63
2023-05-27 23:34:45,113.63
2023-05-27 23:35:00,118.50
2023-05-27 23:35:15,118.50
2023-05-27 23:35:30,118.50
2023-05-27 23:35:45,118.50
2023-05-27 23:36:00,115.83
2023-05-27 23:36:15,115.83
2023-05-27 23:36:30,115.83
2023-05-27 23:36:45,115.83
2023-05-27 23:37:00,114.22
2023-05-27 23:37:15,114.22
2023-05-27 23:37:30,114.22
2023-05-27 23:37:45,114.22
2023-05-27 23:38:00,115.87
2023-05-27 23:38:15,115.87
2023-05-27 23:38:30,115.87
2023-05-27 23:38:45,115.87
2023-05-27 23:39:00,115.07
2023-05-27 23:39:15,115.07
2023-05-27 23:39:30,115.07
2023-05-27 23:39:45,115.07
2023-05-27 23:40:00,115.65
2023-05-27 23:40:15,115.65
2023-05-27 23:40:30,115.65
2023-05-27 23:40:45,115.65
2023-05-27 23:41:00,115.37
2023-05-27 23:41:15,115.37
2023-05-27 23:41:30,115.37
2023-05-27 23:41:45,115.37
2023-05-27 23:42:00,102.28
2023-05-27 23:42:15,102.28
2023-05-27 23:42:30,102.28
2023-05-27 23:42:45,102.28

