"Time","by-dependencies"
2023-05-27 23:30:30,5386240
2023-05-27 23:31:00,5386240
2023-05-27 23:31:30,6639616
2023-05-27 23:32:00,7143424
2023-05-27 23:32:30,32571392
2023-05-27 23:33:00,32575488
2023-05-27 23:33:30,74604544
2023-05-27 23:34:00,79720448
2023-05-27 23:34:30,112324608
2023-05-27 23:35:00,113373184
2023-05-27 23:35:30,151982080
2023-05-27 23:36:00,152510464
2023-05-27 23:36:30,193748992
2023-05-27 23:37:00,195850240
2023-05-27 23:37:30,203620352
2023-05-27 23:38:00,204128256
2023-05-27 23:38:30,207441920
2023-05-27 23:39:00,214847488
2023-05-27 23:39:30,227872768
2023-05-27 23:40:00,239972352
2023-05-27 23:40:30,253648896

