"Time","by-dependencies"
2023-05-27 23:30:30,0.0386
2023-05-27 23:31:00,0.0440
2023-05-27 23:31:30,0.948
2023-05-27 23:32:00,2.81
2023-05-27 23:32:30,3.18
2023-05-27 23:33:00,3.23
2023-05-27 23:33:30,3.21
2023-05-27 23:34:00,3.12
2023-05-27 23:34:30,3.44
2023-05-27 23:35:00,3.03
2023-05-27 23:35:30,3.16
2023-05-27 23:36:00,3.05
2023-05-27 23:36:30,3.02
2023-05-27 23:37:00,3.06
2023-05-27 23:37:30,3.03
2023-05-27 23:38:00,2.91
2023-05-27 23:38:30,3.07
2023-05-27 23:39:00,2.84
2023-05-27 23:39:30,3.09
2023-05-27 23:40:00,3.13
2023-05-27 23:40:30,3.01

