"Time","all-in-one"
2023-05-25 22:16:00,2084864
2023-05-25 22:16:30,2162688
2023-05-25 22:17:00,2363392
2023-05-25 22:17:30,19361792
2023-05-25 22:18:00,19623936
2023-05-25 22:18:30,53829632
2023-05-25 22:19:00,54353920
2023-05-25 22:19:30,95346688
2023-05-25 22:20:00,94990336
2023-05-25 22:20:30,108703744
2023-05-25 22:21:00,117637120
2023-05-25 22:21:30,138612736
2023-05-25 22:22:00,138612736
2023-05-25 22:22:30,157007872
2023-05-25 22:23:00,157007872
2023-05-25 22:23:30,142893056
2023-05-25 22:24:00,146038784
2023-05-25 22:24:30,156041216
2023-05-25 22:25:00,156041216
2023-05-25 22:25:30,165048320
2023-05-25 22:26:00,166064128

