"Time","all-in-one"
2023-05-25 22:16:00,0.0365
2023-05-25 22:16:30,1.54
2023-05-25 22:17:00,2.74
2023-05-25 22:17:30,3.35
2023-05-25 22:18:00,3.58
2023-05-25 22:18:30,3.50
2023-05-25 22:19:00,3.64
2023-05-25 22:19:30,3.64
2023-05-25 22:20:00,3.64
2023-05-25 22:20:30,2.87
2023-05-25 22:21:00,3.64
2023-05-25 22:21:30,3.61
2023-05-25 22:22:00,3.68
2023-05-25 22:22:30,3.42
2023-05-25 22:23:00,3.66
2023-05-25 22:23:30,3.23
2023-05-25 22:24:00,3.66
2023-05-25 22:24:30,3.65
2023-05-25 22:25:00,3.68
2023-05-25 22:25:30,3.67
2023-05-25 22:26:00,2.53

