"Time","all-in-one"
2023-05-25 22:16:00,1975488512
2023-05-25 22:16:30,2287382528
2023-05-25 22:17:00,2414256128
2023-05-25 22:17:30,2530762752
2023-05-25 22:18:00,2621579264
2023-05-25 22:18:30,2721370112
2023-05-25 22:19:00,2753679360
2023-05-25 22:19:30,2870104064
2023-05-25 22:20:00,2915479552
2023-05-25 22:20:30,2969440256
2023-05-25 22:21:00,3002937344
2023-05-25 22:21:30,3098103808
2023-05-25 22:22:00,3245076480
2023-05-25 22:22:30,3253637120
2023-05-25 22:23:00,3396104192
2023-05-25 22:23:30,3350814720
2023-05-25 22:24:00,3539079168
2023-05-25 22:24:30,3484315648
2023-05-25 22:25:00,3629891584
2023-05-25 22:25:30,3572486144
2023-05-25 22:26:00,3568152576

