"Time","all-in-one"
2024-02-27 03:53:00,2081341440
2024-02-27 03:53:30,2242252800
2024-02-27 03:54:00,2946584576
2024-02-27 03:54:30,3412262912
2024-02-27 03:55:00,3829141504
2024-02-27 03:55:30,3930316800
2024-02-27 03:56:00,3972853760
2024-02-27 03:56:30,4023881728
2024-02-27 03:57:00,4065931264
2024-02-27 03:57:30,4109529088
2024-02-27 03:58:00,4128182272
2024-02-27 03:58:30,4138369024
2024-02-27 03:59:00,4156354560
2024-02-27 03:59:30,4150652928
2024-02-27 04:00:00,4172128256
2024-02-27 04:00:30,4168441856
2024-02-27 04:01:00,4201283584
2024-02-27 04:01:30,4210294784
2024-02-27 04:02:00,4219371520
2024-02-27 04:02:30,4217954304
2024-02-27 04:03:00,4214734848
