"Time","all-in-one"
2024-02-27 03:53:00,26267648
2024-02-27 03:53:30,38772736
2024-02-27 03:54:00,38928384
2024-02-27 03:54:30,62386176
2024-02-27 03:55:00,63115264
2024-02-27 03:55:30,99414016
2024-02-27 03:56:00,113618944
2024-02-27 03:56:30,143626240
2024-02-27 03:57:00,172113920
2024-02-27 03:57:30,167919616
2024-02-27 03:58:00,202129408
2024-02-27 03:58:30,200032256
2024-02-27 03:59:00,232624128
2024-02-27 03:59:30,247267328
2024-02-27 04:00:00,239005696
2024-02-27 04:00:30,230617088
2024-02-27 04:01:00,230617088
2024-02-27 04:01:30,230617088
2024-02-27 04:02:00,234811392
2024-02-27 04:02:30,230617088
2024-02-27 04:03:00,226422784
