"Time","by-dependencies"
2024-02-27 08:04:30,33361920
2024-02-27 08:05:00,52891648
2024-02-27 08:05:30,57544704
2024-02-27 08:06:00,60555264
2024-02-27 08:06:30,94715904
2024-02-27 08:07:00,100626432
2024-02-27 08:07:30,130342912
2024-02-27 08:08:00,139227136
2024-02-27 08:08:30,156438528
2024-02-27 08:09:00,163479552
2024-02-27 08:09:30,178589696
2024-02-27 08:10:00,188760064
2024-02-27 08:10:30,245997568
2024-02-27 08:11:00,246108160
2024-02-27 08:11:30,251740160
2024-02-27 08:12:00,263618560
2024-02-27 08:12:30,299876352
2024-02-27 08:13:00,309878784
2024-02-27 08:13:30,338288640
2024-02-27 08:14:00,332500992
2024-02-27 08:14:30,346918912
