"Time","by-dependencies"
2024-02-27 08:04:30,2354479104
2024-02-27 08:05:00,2714509312
2024-02-27 08:05:30,3346518016
2024-02-27 08:06:00,3810975744
2024-02-27 08:06:30,4334022656
2024-02-27 08:07:00,4668575744
2024-02-27 08:07:30,4966060032
2024-02-27 08:08:00,5087993856
2024-02-27 08:08:30,5320691712
2024-02-27 08:09:00,5526245376
2024-02-27 08:09:30,5758631936
2024-02-27 08:10:00,5906272256
2024-02-27 08:10:30,5956726784
2024-02-27 08:11:00,5930582016
2024-02-27 08:11:30,5940015104
2024-02-27 08:12:00,5962346496
2024-02-27 08:12:30,5935501312
2024-02-27 08:13:00,6045061120
2024-02-27 08:13:30,6137720832
2024-02-27 08:14:00,6135873536
2024-02-27 08:14:30,6128721920
