"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2024-02-27 08:04:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:04:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:05:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:05:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:05:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:06:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:06:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:06:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:07:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:07:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:07:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:08:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:08:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:08:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:09:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:09:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:09:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:09:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:10:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:10:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:10:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:11:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:11:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:11:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:12:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:12:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27 08:12:45,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-02-27 08:13:00,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-02-27 08:13:15,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-02-27 08:13:30,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-02-27 08:13:45,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-02-27 08:14:00,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-02-27 08:14:15,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-02-27 08:14:30,0,0,0,0,0,1,0,0,0,0,0,0,0
