Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,21057,78,62,89.3490525715914,2,1137,8655.817637840148,35.033124284775916,0.12977079803450262,62,83,100,120,170,230,330,400,1000,1100,1100
GET,/basket.html,19859,69,25,57.57933430686339,2,1251,22940.01712070094,33.03997792522035,0.11479724441513692,25,53,75,92,140,210,300,360,1000,1200,1300
DELETE,/cart,18666,142,6000,10345.593967641702,4,61871,0.0,31.05515020656443,0.2362494015499919,6000,8300,11000,21000,32000,37000,41000,43000,47000,61000,62000
POST,/cart,19865,181,12000,15793.173974326704,4,78496,0.1900830606594513,33.04996029429993,0.30113480056724323,12000,16000,20000,26000,40000,45000,49000,52000,58000,78000,78000
GET,/category.html,20519,52,24,54.641308055948144,2,1132,11488.810663287684,34.13803852397383,0.08651386535633507,24,49,70,84,140,200,300,360,1000,1100,1100
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2372,4,18,50.69182124789207,2,1039,10346.522765598651,3.946363242792823,0.006654912719718083,18,38,62,79,130,200,290,390,890,1000,1000
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,2292,2,17,50.955061082024436,2,1011,10354.956369982548,3.813264988398461,0.0033274563598590413,17,37,61,78,140,210,320,390,870,1000,1000
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,2299,3,18,48.169638973466725,2,953,10350.47585906916,3.824911085657968,0.004991184539788562,18,38,60,76,130,200,280,360,780,950,950
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,2277,2,18,51.85243741765481,2,930,10354.896794027229,3.788309065699518,0.0033274563598590413,18,40,63,82,140,210,320,370,850,930,930
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,2223,3,18,52.48493027440396,2,963,10350.013495276653,3.6984677439833242,0.004991184539788562,18,42,64,79,130,210,350,450,900,960,960
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,2331,3,18,49.906906906906904,2,1038,10350.661518661518,3.8781503874157126,0.004991184539788562,18,41,64,79,130,200,300,350,850,1000,1000
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,2268,0,17,51.59744268077601,2,978,10364.0,3.773335512080153,0.0,17,40,64,82,130,200,300,400,900,980,980
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,2264,3,18,49.68109540636043,2,975,10350.266784452297,3.7666805993604346,0.004991184539788562,18,40,62,78,140,200,300,360,550,980,980
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,2189,4,17,50.032434901781635,2,945,10345.061671996345,3.6419009858657208,0.006654912719718083,17,37,62,78,140,210,300,370,590,940,940
GET,/login,20524,106,7900,12146.852806470473,4,64980,12.932225687000585,34.14635716487348,0.17635518707252917,7900,11000,14000,22000,35000,39000,43000,45000,51000,59000,65000
POST,/orders,19087,170,10000,15081.633363021952,4,95874,600.1222297899094,31.75557977031476,0.2828337905880185,10000,18000,23000,25000,38000,46000,51000,54000,68000,92000,96000
,Aggregated,160092,822,230,6553.6775479099515,2,95874,6856.449491542363,266.34957178127684,1.3675845639020658,230,4800,8300,11000,24000,36000,43000,47000,55000,71000,96000
