"Time","by-dependencies"
2024-02-27 08:04:30,0.391
2024-02-27 08:05:00,2.63
2024-02-27 08:05:30,3.52
2024-02-27 08:06:00,4.16
2024-02-27 08:06:30,4.12
2024-02-27 08:07:00,4.53
2024-02-27 08:07:30,5.40
2024-02-27 08:08:00,4.84
2024-02-27 08:08:30,4.37
2024-02-27 08:09:00,4.84
2024-02-27 08:09:30,4.24
2024-02-27 08:10:00,4.31
2024-02-27 08:10:30,3.29
2024-02-27 08:11:00,3.91
2024-02-27 08:11:30,4.17
2024-02-27 08:12:00,3.94
2024-02-27 08:12:30,3.68
2024-02-27 08:13:00,3.83
2024-02-27 08:13:30,3.73
2024-02-27 08:14:00,3.85
2024-02-27 08:14:30,3.52
