Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,57691,0,120,138.2580991835815,2,381,8688.0,96.14583571677025,0.0,120,170,200,210,240,250,280,290,330,360,380
GET,/basket.html,57524,0,91,107.50698838745566,2,457,23020.0,95.86751926247581,0.0,91,140,160,180,210,240,260,280,350,410,460
DELETE,/cart,57400,0,200,223.673606271777,4,2445,0.0,95.6608651287482,0.0,200,280,310,330,390,450,610,760,1300,2300,2400
POST,/cart,57547,7,390,428.46857351382346,17,3837,0.007784941004743948,95.9058502711511,0.011665959162042463,390,520,570,610,720,890,1200,1400,2200,3100,3800
GET,/category.html,57648,0,81,97.44993755203997,2,380,11518.0,96.07417339620342,0.0,81,120,150,160,190,210,240,260,310,360,380
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,6336,0,85,104.38289141414141,2,378,10364.0,10.559359607243007,0.0,85,140,160,180,210,230,260,280,320,380,380
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,6281,0,85,104.32829167330043,2,361,10364.0,10.467698499541244,0.0,85,140,160,180,210,230,260,280,340,360,360
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,6364,0,84,102.52639849151477,2,395,10364.0,10.606023443891177,0.0,84,130,160,180,200,230,260,270,320,400,400
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,6476,0,81,100.408276714021,2,332,10364.0,10.792678790483857,0.0,81,130,160,170,200,220,250,270,310,330,330
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,6444,0,82,101.93978895096214,2,394,10364.0,10.739348691457376,0.0,82,140,160,180,200,220,260,270,320,390,390
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,6507,0,82,101.00076840325804,2,408,10364.0,10.84434232391576,0.0,82,130,160,180,200,230,260,270,320,410,410
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,6385,0,85,103.40375880971025,2,385,10364.0,10.641021321377304,0.0,85,140,160,180,200,230,260,270,330,380,380
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,6397,0,83,101.55838674378614,2,363,10364.0,10.661020108512234,0.0,83,130,160,170,200,220,250,270,340,360,360
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,6433,0,84,102.44784703870667,2,389,10364.0,10.721016469917023,0.0,84,130,160,180,200,230,260,270,330,390,390
GET,/login,57658,0,370,401.39720420410003,24,2651,12.99909813035485,96.09083905214919,0.0,370,500,550,580,660,740,920,1100,1700,2300,2700
POST,/orders,57426,0,760,842.2700518928708,60,4596,608.3084317208234,95.70419583420721,0.0,760,960,1100,1200,1600,1800,2200,2400,3300,4000,4600
,Aggregated,460517,7,180,292.4726318463814,2,4596,6779.986393553332,767.4817879180441,0.011665959162042463,180,260,360,450,670,960,1400,1700,2500,3300,4600
