"Time","all-in-one"
2024-01-19 16:10:00,2079535104
2024-01-19 16:10:30,2207838208
2024-01-19 16:11:00,2967617536
2024-01-19 16:11:30,3632861184
2024-01-19 16:12:00,3752378368
2024-01-19 16:12:30,3876167680
2024-01-19 16:13:00,3934789632
2024-01-19 16:13:30,3967361024
2024-01-19 16:14:00,4016267264
2024-01-19 16:14:30,4064219136
2024-01-19 16:15:00,4095102976
2024-01-19 16:15:30,4109266944
2024-01-19 16:16:00,4110688256
2024-01-19 16:16:30,4138233856
2024-01-19 16:17:00,4146757632
2024-01-19 16:17:30,4165001216
2024-01-19 16:18:00,4150714368
2024-01-19 16:18:30,4156747776
2024-01-19 16:19:00,4164501504
2024-01-19 16:19:30,4183760896
2024-01-19 16:20:00,4200738816
