"Time","all-in-one"
2024-01-19 16:10:00,7708672
2024-01-19 16:10:30,12886016
2024-01-19 16:11:00,38416384
2024-01-19 16:11:30,36347904
2024-01-19 16:12:00,37318656
2024-01-19 16:12:30,51077120
2024-01-19 16:13:00,68976640
2024-01-19 16:13:30,102653952
2024-01-19 16:14:00,133267456
2024-01-19 16:14:30,153272320
2024-01-19 16:15:00,186429440
2024-01-19 16:15:30,188497920
2024-01-19 16:16:00,219025408
2024-01-19 16:16:30,219025408
2024-01-19 16:17:00,208539648
2024-01-19 16:17:30,208539648
2024-01-19 16:18:00,197259264
2024-01-19 16:18:30,199356416
2024-01-19 16:19:00,206696448
2024-01-19 16:19:30,204599296
2024-01-19 16:20:00,206696448
