"Time","by-dependencies"
2023-05-28 10:04:30,0.0381
2023-05-28 10:05:00,0.188
2023-05-28 10:05:30,2.03
2023-05-28 10:06:00,3.02
2023-05-28 10:06:30,3.32
2023-05-28 10:07:00,3.42
2023-05-28 10:07:30,3.30
2023-05-28 10:08:00,3.52
2023-05-28 10:08:30,3.30
2023-05-28 10:09:00,3.35
2023-05-28 10:09:30,3.57
2023-05-28 10:10:00,3.54
2023-05-28 10:10:30,3.41
2023-05-28 10:11:00,3.03
2023-05-28 10:11:30,3.21
2023-05-28 10:12:00,2.99
2023-05-28 10:12:30,2.95
2023-05-28 10:13:00,3.21
2023-05-28 10:13:30,3.20
2023-05-28 10:14:00,2.84
2023-05-28 10:14:30,2.65

