"Time","by-dependencies"
2024-02-27 04:15:00,29933568
2024-02-27 04:15:30,30097408
2024-02-27 04:16:00,48447488
2024-02-27 04:16:30,48529408
2024-02-27 04:17:00,75640832
2024-02-27 04:17:30,77049856
2024-02-27 04:18:00,123895808
2024-02-27 04:18:30,133054464
2024-02-27 04:19:00,169222144
2024-02-27 04:19:30,182341632
2024-02-27 04:20:00,222482432
2024-02-27 04:20:30,236695552
2024-02-27 04:21:00,257470464
2024-02-27 04:21:30,271671296
2024-02-27 04:22:00,303255552
2024-02-27 04:22:30,317214720
2024-02-27 04:23:00,333328384
2024-02-27 04:23:30,371159040
2024-02-27 04:24:00,414715904
2024-02-27 04:24:30,443125760
2024-02-27 04:25:00,439259136
