"Time","by-dependencies"
2024-02-27 04:15:00,0.114
2024-02-27 04:15:30,1.56
2024-02-27 04:16:00,4.15
2024-02-27 04:16:30,3.95
2024-02-27 04:17:00,3.44
2024-02-27 04:17:30,3.86
2024-02-27 04:18:00,3.87
2024-02-27 04:18:30,4.08
2024-02-27 04:19:00,4.19
2024-02-27 04:19:30,4.59
2024-02-27 04:20:00,4.75
2024-02-27 04:20:30,5.64
2024-02-27 04:21:00,4.73
2024-02-27 04:21:30,5.50
2024-02-27 04:22:00,5.72
2024-02-27 04:22:30,5.77
2024-02-27 04:23:00,5.10
2024-02-27 04:23:30,5.46
2024-02-27 04:24:00,5.51
2024-02-27 04:24:30,5.63
2024-02-27 04:25:00,5.33
