sep=,
"Time","by-dependencies"
2023-03-30 13:32:30,0.0501
2023-03-30 13:33:00,0.597
2023-03-30 13:33:30,2.72
2023-03-30 13:34:00,2.92
2023-03-30 13:34:30,2.65
2023-03-30 13:35:00,3.00
2023-03-30 13:35:30,2.57
2023-03-30 13:36:00,2.87
2023-03-30 13:36:30,2.72
2023-03-30 13:37:00,3.01
2023-03-30 13:37:30,2.80
2023-03-30 13:38:00,2.63
2023-03-30 13:38:30,2.21
2023-03-30 13:39:00,2.44
2023-03-30 13:39:30,2.29
2023-03-30 13:40:00,2.23
2023-03-30 13:40:30,1.80
2023-03-30 13:41:00,0.0864
2023-03-30 13:41:30,0.126
2023-03-30 13:42:00,1.08
2023-03-30 13:42:30,1.08
2023-03-30 13:43:00,1.10

