sep=,
"Time","by-dependencies"
2023-03-30 13:32:30,2053955584
2023-03-30 13:33:00,2377687040
2023-03-30 13:33:30,2620354560
2023-03-30 13:34:00,2697076736
2023-03-30 13:34:30,2834268160
2023-03-30 13:35:00,3008737280
2023-03-30 13:35:30,3021012992
2023-03-30 13:36:00,3229683712
2023-03-30 13:36:30,3362455552
2023-03-30 13:37:00,3531063296
2023-03-30 13:37:30,3555434496
2023-03-30 13:38:00,3688394752
2023-03-30 13:38:30,3655524352
2023-03-30 13:39:00,3855826944
2023-03-30 13:39:30,4455256064
2023-03-30 13:40:00,4525907968
2023-03-30 13:40:30,4593811456
2023-03-30 13:41:00,4574666752
2023-03-30 13:41:30,4567781376
2023-03-30 13:42:00,4461469696
2023-03-30 13:42:30,4471390208
2023-03-30 13:43:00,3577810944

