sep=,
"Time","by-dependencies"
2023-03-30 13:32:30,29048832
2023-03-30 13:33:00,29081600
2023-03-30 13:33:30,29081600
2023-03-30 13:34:00,49999872
2023-03-30 13:34:30,49999872
2023-03-30 13:35:00,89051136
2023-03-30 13:35:30,89051136
2023-03-30 13:36:00,114171904
2023-03-30 13:36:30,111603712
2023-03-30 13:37:00,140447744
2023-03-30 13:37:30,140935168
2023-03-30 13:38:00,169267200
2023-03-30 13:38:30,169267200
2023-03-30 13:39:00,199430144
2023-03-30 13:39:30,199446528
2023-03-30 13:40:00,222031872
2023-03-30 13:40:30,223084544
2023-03-30 13:41:00,224763904
2023-03-30 13:41:30,224763904
2023-03-30 13:42:00,220991488
2023-03-30 13:42:30,220991488
2023-03-30 13:43:00,159109120

