sep=,
"Time","Total Cost"
2023-03-30 10:34:15,36.20
2023-03-30 10:34:30,95.60
2023-03-30 10:34:45,95.60
2023-03-30 10:35:00,95.60
2023-03-30 10:35:15,95.60
2023-03-30 10:35:30,112.35
2023-03-30 10:35:45,112.35
2023-03-30 10:36:00,112.35
2023-03-30 10:36:15,112.35
2023-03-30 10:36:30,112.89
2023-03-30 10:36:45,112.89
2023-03-30 10:37:00,112.89
2023-03-30 10:37:15,112.89
2023-03-30 10:37:30,113.56
2023-03-30 10:37:45,113.56
2023-03-30 10:38:00,113.56
2023-03-30 10:38:15,113.56
2023-03-30 10:38:30,110.86
2023-03-30 10:38:45,110.86
2023-03-30 10:39:00,110.86
2023-03-30 10:39:15,110.86
2023-03-30 10:39:30,111.69
2023-03-30 10:39:45,111.69
2023-03-30 10:40:00,111.69
2023-03-30 10:40:15,111.69
2023-03-30 10:40:30,113.33
2023-03-30 10:40:45,113.33
2023-03-30 10:41:00,113.33
2023-03-30 10:41:15,113.33
2023-03-30 10:41:30,109.24
2023-03-30 10:41:45,109.24
2023-03-30 10:42:00,109.24
2023-03-30 10:42:15,109.24
2023-03-30 10:42:30,113.73
2023-03-30 10:42:45,113.73
2023-03-30 10:43:00,113.73
2023-03-30 10:43:15,113.73
2023-03-30 10:43:30,106.50
2023-03-30 10:43:45,106.50
2023-03-30 10:44:00,106.50
2023-03-30 10:44:15,106.50

