sep=,
"Time","by-dependencies"
2023-03-30 10:32:30,0.0503
2023-03-30 10:33:00,0.629
2023-03-30 10:33:30,2.65
2023-03-30 10:34:00,2.88
2023-03-30 10:34:30,2.73
2023-03-30 10:35:00,3.07
2023-03-30 10:35:30,2.87
2023-03-30 10:36:00,3.09
2023-03-30 10:36:30,3.13
2023-03-30 10:37:00,2.99
2023-03-30 10:37:30,2.92
2023-03-30 10:38:00,3.01
2023-03-30 10:38:30,2.79
2023-03-30 10:39:00,2.90
2023-03-30 10:39:30,2.98
2023-03-30 10:40:00,3.01
2023-03-30 10:40:30,2.45
2023-03-30 10:41:00,2.83
2023-03-30 10:41:30,2.95
2023-03-30 10:42:00,2.84
2023-03-30 10:42:30,2.63
2023-03-30 10:43:00,2.64

