Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,30127,0,380,702.2571447538753,6,3497,8688.0,50.20799608654658,0.0,380,820,1200,1500,1900,2000,2300,2400,2900,3300,3500
GET,/basket.html,29528,0,340,674.0105662422108,5,4117,23020.0,49.20973573351304,0.0,340,760,1100,1500,1800,2100,2300,2600,3200,3800,4100
DELETE,/cart,27732,0,4100,3810.5312995817108,20,8298,0.0,46.2166212192422,0.0,4100,4500,4700,4900,5600,6200,6700,6900,7500,8000,8300
POST,/cart,29532,34,5900,5622.3968915075175,80,12687,0.07368278477583638,49.21640191283213,0.05666252421225425,5900,6400,6700,7000,8000,8600,9300,9700,11000,12000,13000
GET,/category.html,29835,0,320,651.5268644209821,5,3350,11518.0,49.7213649962531,0.0,320,760,1100,1400,1800,2000,2200,2300,2800,3300,3400
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3362,0,330,659.5437239738251,5,3111,10364.0,5.602923717694082,0.0,330,800,1100,1400,1800,2000,2300,2300,2900,3100,3100
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3332,0,360,682.9237695078032,5,2954,10364.0,5.552927372800917,0.0,360,810,1200,1500,1800,2000,2300,2400,2900,3000,3000
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3332,0,350,678.9609843937575,5,3074,10364.0,5.552927372800917,0.0,360,810,1200,1500,1800,2000,2300,2500,2900,3100,3100
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3375,0,300,673.3294814814815,5,3265,10364.0,5.624588800481121,0.0,300,800,1200,1500,1800,2000,2300,2500,3100,3300,3300
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3242,0,350,683.3380629241209,5,2892,10364.0,5.4029383381214195,0.0,350,810,1200,1500,1800,2100,2300,2400,2800,2900,2900
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3325,0,310,671.384060150376,5,3591,10364.0,5.541261558992511,0.0,310,790,1100,1500,1900,2000,2300,2500,3000,3600,3600
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3331,0,280,651.8994296007205,5,3249,10364.0,5.551260827971144,0.0,280,760,1100,1400,1800,2000,2300,2400,2900,3200,3200
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3240,0,370,694.0108024691358,5,3508,10364.0,5.399605248461875,0.0,370,830,1200,1500,1800,2000,2300,2400,3000,3500,3500
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3296,0,290,647.1022451456311,5,3143,10364.0,5.492931758929117,0.0,290,730,1000,1400,1900,2100,2300,2400,3000,3100,3100
GET,/login,29838,0,5100,4854.416247737784,87,11109,12.996514511696494,49.72636463074242,0.0,5100,5500,5700,6000,7000,7800,8500,8900,9700,10000,11000
POST,/orders,27934,1,15000,19793.457578578076,315,38670,604.6973938569486,46.55326327485618,0.0016665448297721837,15000,34000,34000,35000,36000,37000,37000,37000,38000,39000,39000
,Aggregated,234361,35,1800,4480.252738296901,5,38670,6876.609115851187,390.5731128502388,0.058329069042026435,1800,4400,5300,5800,7700,32000,35000,36000,37000,38000,39000
