sep=,
"Time","by-stack"
2023-03-30 07:21:30,65490944
2023-03-30 07:22:00,65490944
2023-03-30 07:22:30,66244608
2023-03-30 07:23:00,66256896
2023-03-30 07:23:30,96907264
2023-03-30 07:24:00,108916736
2023-03-30 07:24:30,133074944
2023-03-30 07:25:00,133140480
2023-03-30 07:25:30,191983616
2023-03-30 07:26:00,191983616
2023-03-30 07:26:30,225353728
2023-03-30 07:27:00,233263104
2023-03-30 07:27:30,251142144
2023-03-30 07:28:00,256466944
2023-03-30 07:28:30,269348864
2023-03-30 07:29:00,283062272
2023-03-30 07:29:30,287256576
2023-03-30 07:30:00,298872832
2023-03-30 07:30:30,299397120
2023-03-30 07:31:00,303632384
2023-03-30 07:31:30,317829120

