sep=,
"Time","Total Cost"
2023-03-30 07:24:15,35.79
2023-03-30 07:24:30,92.42
2023-03-30 07:24:45,92.42
2023-03-30 07:25:00,92.42
2023-03-30 07:25:15,92.42
2023-03-30 07:25:30,69.55
2023-03-30 07:25:45,69.55
2023-03-30 07:26:00,69.55
2023-03-30 07:26:15,69.55
2023-03-30 07:26:30,53.34
2023-03-30 07:26:45,53.34
2023-03-30 07:27:00,53.34
2023-03-30 07:27:15,53.34
2023-03-30 07:27:30,51.56
2023-03-30 07:27:45,51.56
2023-03-30 07:28:00,51.56
2023-03-30 07:28:15,51.56
2023-03-30 07:28:30,81.83
2023-03-30 07:28:45,81.83
2023-03-30 07:29:00,81.83
2023-03-30 07:29:15,81.83
2023-03-30 07:29:30,92.69
2023-03-30 07:29:45,92.69
2023-03-30 07:30:00,92.69
2023-03-30 07:30:15,92.69
2023-03-30 07:30:30,76.89
2023-03-30 07:30:45,76.89
2023-03-30 07:31:00,76.89
2023-03-30 07:31:15,76.89
2023-03-30 07:31:30,100.88
2023-03-30 07:31:45,100.88
2023-03-30 07:32:00,100.88
2023-03-30 07:32:15,100.88
2023-03-30 07:32:30,98.38
2023-03-30 07:32:45,98.38
2023-03-30 07:33:00,98.38
2023-03-30 07:33:15,98.38
2023-03-30 07:33:30,87.09
2023-03-30 07:33:45,87.09
2023-03-30 07:34:00,87.09
2023-03-30 07:34:15,87.09

