"Time","by-stack"
2023-05-25 22:27:00,2048000
2023-05-25 22:27:30,2502656
2023-05-25 22:28:00,20381696
2023-05-25 22:28:30,30584832
2023-05-25 22:29:00,30715904
2023-05-25 22:29:30,62758912
2023-05-25 22:30:00,62758912
2023-05-25 22:30:30,103088128
2023-05-25 22:31:00,103088128
2023-05-25 22:31:30,135192576
2023-05-25 22:32:00,136077312
2023-05-25 22:32:30,142012416
2023-05-25 22:33:00,162918400
2023-05-25 22:33:30,167112704
2023-05-25 22:34:00,177377280
2023-05-25 22:34:30,183185408
2023-05-25 22:35:00,183201792
2023-05-25 22:35:30,187592704
2023-05-25 22:36:00,187535360
2023-05-25 22:36:30,131571712
2023-05-25 22:37:00,132046848

