Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,23186,2110,120,7520.597788438671,1,91361,7897.364271543172,38.61888755693419,3.514442022993666,120,860,1600,6300,22000,61000,61000,63000,88000,90000,91000
GET,/basket.html,20719,1711,80,5196.853507729089,1,89914,21118.980645784064,34.509821930997994,2.849862702057897,80,250,1400,3400,12000,61000,61000,66000,80000,90000,90000
DELETE,/cart,19175,4500,5800,12773.832750977836,6,90226,0.0,31.93811648857988,7.495255499275591,5800,6800,7700,8400,61000,61000,74000,82000,89000,90000,90000
POST,/cart,21054,4121,8000,15293.72637028593,7,174728,0.036477628954117984,35.06780206261073,6.863988425003269,8000,9200,11000,15000,61000,73000,86000,87000,107000,107000,175000
GET,/category.html,22528,1604,88,5230.388893821023,1,92717,10697.91512784091,37.522914641706784,2.6716421824084553,88,840,2400,4900,14000,61000,61000,66000,90000,92000,93000
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2461,74,83,2231.450629825274,0,69410,10052.364079642422,4.099071951937162,0.12325531265475416,83,910,1600,2000,4200,7300,20000,61000,66000,69000,69000
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,2383,80,84,2165.806966009232,1,87597,10016.0688208141,3.9691541899497187,0.1332489866537883,84,1000,1600,1900,4200,7600,20000,61000,66000,88000,88000
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,2469,83,79,2227.8700074151525,1,66637,10015.594977723775,4.112396850602541,0.13824582365330534,79,520,1600,1900,4200,8100,20000,61000,66000,67000,67000
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,2494,68,80,1965.751804330393,0,65856,10081.42101042502,4.15403715893185,0.11326163865572005,81,360,1500,1700,4200,7000,19000,61000,66000,66000,66000
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,2490,74,91,1990.3503523064287,1,83956,10055.993574297188,4.14737470959916,0.12325531265475416,91,920,1600,1800,4200,7100,20000,60000,66000,84000,84000
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,2417,65,84,2126.7889946214314,0,87599,10085.282581712867,4.025785009277579,0.10826480165620297,84,920,1700,1900,4200,7400,20000,40000,66000,88000,88000
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,2491,78,87,2106.4190423825794,0,65935,10039.47490967483,4.149040321932333,0.12991776198744356,87,920,1600,1900,4200,7300,20000,61000,66000,66000,66000
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,2458,69,86,1977.1612454597152,0,87597,10073.06590724166,4.094075114937645,0.1149272509888924,86,830,1600,1800,4200,7600,20000,35000,63000,88000,88000
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,2528,92,89,2385.34427814201,0,65835,9986.82911392405,4.21066797825971,0.15323633465185652,89,1000,1600,1900,4200,12000,23000,61000,61000,66000,66000
GET,/login,22782,4583,7200,18006.51694320077,7,180263,10.138881573171803,37.94598017433256,7.633501322928896,7200,8500,13000,16000,71000,82000,92000,93000,179000,180000,180000
POST,/orders,19621,8123,22000,28211.9083634881,6,180282,361.898272259314,32.68097958917475,13.529768982359029,22000,34000,47000,55000,60000,73000,97000,107000,117000,180000,180000
,Aggregated,171256,27435,3700,11549.192484269086,0,180282,6375.931646190498,285.24610572976457,45.696074360583516,3700,7100,9000,13000,49000,61000,77000,87000,111000,180000,180000
