"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2023-05-25 22:27:00,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:27:15,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:27:30,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:27:45,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:28:00,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:28:15,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:28:30,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:28:45,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:29:00,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:29:15,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:29:30,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:29:45,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:30:00,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:30:15,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:30:30,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:30:45,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:31:00,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:31:15,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:31:30,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:31:45,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:32:00,1,1,0,1,1,1,1,1,1,1
2023-05-25 22:32:15,1,1,0,1,1,1,1,1,1,1
2023-05-25 22:32:30,1,1,0,1,1,1,1,1,1,1
2023-05-25 22:32:45,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:33:00,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:33:15,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:33:30,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:33:45,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:34:00,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:34:15,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:34:30,1,1,1,1,1,1,1,1,1,1
2023-05-25 22:34:45,1,1,0,1,1,1,1,1,1,1
2023-05-25 22:35:00,1,1,0,1,1,1,1,1,1,1
2023-05-25 22:35:15,1,1,0,1,1,1,1,1,1,1
2023-05-25 22:35:30,1,1,0,1,1,1,1,1,1,1
2023-05-25 22:35:45,0,1,1,1,1,1,1,1,1,1
2023-05-25 22:36:00,0,1,1,1,1,1,1,1,1,1
2023-05-25 22:36:15,0,1,0,1,1,1,1,1,1,1
2023-05-25 22:36:30,0,1,0,1,1,1,1,1,1,1
2023-05-25 22:36:45,0,1,0,1,1,1,1,1,1,1
2023-05-25 22:37:00,0,1,0,1,1,1,1,1,1,1

