"Time","by-stack"
2023-05-25 22:27:00,0.0459
2023-05-25 22:27:30,1.71
2023-05-25 22:28:00,3.59
2023-05-25 22:28:30,3.12
2023-05-25 22:29:00,3.43
2023-05-25 22:29:30,3.62
2023-05-25 22:30:00,3.61
2023-05-25 22:30:30,3.55
2023-05-25 22:31:00,3.51
2023-05-25 22:31:30,3.61
2023-05-25 22:32:00,3.57
2023-05-25 22:32:30,2.60
2023-05-25 22:33:00,2.18
2023-05-25 22:33:30,2.38
2023-05-25 22:34:00,3.00
2023-05-25 22:34:30,1.96
2023-05-25 22:35:00,1.08
2023-05-25 22:35:30,0.0973
2023-05-25 22:36:00,1.16
2023-05-25 22:36:30,0.276
2023-05-25 22:37:00,0.100

