"Time","all-in-one"
2023-05-28 17:23:30,118702080
2023-05-28 17:24:00,118702080
2023-05-28 17:24:30,129134592
2023-05-28 17:25:00,129171456
2023-05-28 17:25:30,116719616
2023-05-28 17:26:00,116686848
2023-05-28 17:26:30,125071360
2023-05-28 17:27:00,125071360
2023-05-28 17:27:30,125071360
2023-05-28 17:28:00,125071360
2023-05-28 17:28:30,120877056
2023-05-28 17:29:00,120877056
2023-05-28 17:29:30,125071360
2023-05-28 17:30:00,125104128
2023-05-28 17:30:30,125104128
2023-05-28 17:31:00,125108224
2023-05-28 17:31:30,125108224
2023-05-28 17:32:00,125079552
2023-05-28 17:32:30,125079552
2023-05-28 17:33:00,125108224
2023-05-28 17:33:30,125108224

