"Time","Total Cost"
2023-05-28 17:25:45,74.97
2023-05-28 17:26:00,102.24
2023-05-28 17:26:15,102.24
2023-05-28 17:26:30,102.24
2023-05-28 17:26:45,102.24
2023-05-28 17:27:00,106.69
2023-05-28 17:27:15,106.69
2023-05-28 17:27:30,106.69
2023-05-28 17:27:45,106.69
2023-05-28 17:28:00,110.50
2023-05-28 17:28:15,110.50
2023-05-28 17:28:30,110.50
2023-05-28 17:28:45,110.50
2023-05-28 17:29:00,106.61
2023-05-28 17:29:15,106.61
2023-05-28 17:29:30,106.61
2023-05-28 17:29:45,106.61
2023-05-28 17:30:00,111.45
2023-05-28 17:30:15,111.45
2023-05-28 17:30:30,111.45
2023-05-28 17:30:45,111.45
2023-05-28 17:31:00,110.78
2023-05-28 17:31:15,110.78
2023-05-28 17:31:30,110.78
2023-05-28 17:31:45,110.78
2023-05-28 17:32:00,112.39
2023-05-28 17:32:15,112.39
2023-05-28 17:32:30,112.39
2023-05-28 17:32:45,112.39
2023-05-28 17:33:00,112.31
2023-05-28 17:33:15,112.31
2023-05-28 17:33:30,112.31
2023-05-28 17:33:45,112.31
2023-05-28 17:34:00,94.81
2023-05-28 17:34:15,94.81
2023-05-28 17:34:30,94.81
2023-05-28 17:34:45,94.81
2023-05-28 17:35:00,82.46
2023-05-28 17:35:15,82.46
2023-05-28 17:35:30,82.46
2023-05-28 17:35:45,82.46

