"Time","by-dependencies"
2023-05-29 16:37:00,0.0433
2023-05-29 16:37:30,0.0582
2023-05-29 16:38:00,1.71
2023-05-29 16:38:30,3.53
2023-05-29 16:39:00,3.22
2023-05-29 16:39:30,3.02
2023-05-29 16:40:00,3.56
2023-05-29 16:40:30,3.42
2023-05-29 16:41:00,3.20
2023-05-29 16:41:30,3.11
2023-05-29 16:42:00,3.64
2023-05-29 16:42:30,3.25
2023-05-29 16:43:00,2.49
2023-05-29 16:43:30,1.90
2023-05-29 16:44:00,1.79
2023-05-29 16:44:30,2.12
2023-05-29 16:45:00,2.70
2023-05-29 16:45:30,2.47
2023-05-29 16:46:00,0.338
2023-05-29 16:46:30,1.76
2023-05-29 16:47:00,2.21

