"Time","by-dependencies"
2023-05-29 16:37:00,4202496
2023-05-29 16:37:30,4706304
2023-05-29 16:38:00,4706304
2023-05-29 16:38:30,21413888
2023-05-29 16:39:00,21413888
2023-05-29 16:39:30,58654720
2023-05-29 16:40:00,58654720
2023-05-29 16:40:30,96464896
2023-05-29 16:41:00,96464896
2023-05-29 16:41:30,113192960
2023-05-29 16:42:00,135778304
2023-05-29 16:42:30,153534464
2023-05-29 16:43:00,153534464
2023-05-29 16:43:30,177668096
2023-05-29 16:44:00,177668096
2023-05-29 16:44:30,189485056
2023-05-29 16:45:00,189485056
2023-05-29 16:45:30,210472960
2023-05-29 16:46:00,210472960
2023-05-29 16:46:30,216322048
2023-05-29 16:47:00,149610496

