"Time","by-dependencies"
2023-05-29 16:37:00,1986228224
2023-05-29 16:37:30,2017075200
2023-05-29 16:38:00,2434981888
2023-05-29 16:38:30,2701815808
2023-05-29 16:39:00,2727522304
2023-05-29 16:39:30,2769211392
2023-05-29 16:40:00,2858102784
2023-05-29 16:40:30,2914893824
2023-05-29 16:41:00,2952388608
2023-05-29 16:41:30,3074191360
2023-05-29 16:42:00,3133542400
2023-05-29 16:42:30,3146366976
2023-05-29 16:43:00,3218337792
2023-05-29 16:43:30,3374665728
2023-05-29 16:44:00,3660460032
2023-05-29 16:44:30,3815268352
2023-05-29 16:45:00,3857940480
2023-05-29 16:45:30,3916267520
2023-05-29 16:46:00,3901100032
2023-05-29 16:46:30,3790057472
2023-05-29 16:47:00,3129503744

