"Time","Total Cost"
2023-05-29 16:38:45,68.36
2023-05-29 16:39:00,105.67
2023-05-29 16:39:15,105.67
2023-05-29 16:39:30,105.67
2023-05-29 16:39:45,105.67
2023-05-29 16:40:00,122.90
2023-05-29 16:40:15,122.90
2023-05-29 16:40:30,122.90
2023-05-29 16:40:45,122.90
2023-05-29 16:41:00,126.10
2023-05-29 16:41:15,126.10
2023-05-29 16:41:30,126.10
2023-05-29 16:41:45,126.10
2023-05-29 16:42:00,128.34
2023-05-29 16:42:15,128.34
2023-05-29 16:42:30,128.34
2023-05-29 16:42:45,128.34
2023-05-29 16:43:00,122.91
2023-05-29 16:43:15,122.91
2023-05-29 16:43:30,122.91
2023-05-29 16:43:45,122.91
2023-05-29 16:44:00,103.66
2023-05-29 16:44:15,103.66
2023-05-29 16:44:30,103.66
2023-05-29 16:44:45,103.66
2023-05-29 16:45:00,101.57
2023-05-29 16:45:15,101.57
2023-05-29 16:45:30,101.57
2023-05-29 16:45:45,101.57
2023-05-29 16:46:00,130.22
2023-05-29 16:46:15,130.22
2023-05-29 16:46:30,130.22
2023-05-29 16:46:45,130.22
2023-05-29 16:47:00,80.96
2023-05-29 16:47:15,80.96
2023-05-29 16:47:30,80.96
2023-05-29 16:47:45,80.96
2023-05-29 16:48:00,94.86
2023-05-29 16:48:15,94.86
2023-05-29 16:48:30,94.86
2023-05-29 16:48:45,94.86

