"Time","by-stack"
2023-05-29 15:20:30,0.0499
2023-05-29 15:21:00,0.0910
2023-05-29 15:21:30,2.84
2023-05-29 15:22:00,3.68
2023-05-29 15:22:30,3.57
2023-05-29 15:23:00,3.57
2023-05-29 15:23:30,3.40
2023-05-29 15:24:00,3.26
2023-05-29 15:24:30,3.60
2023-05-29 15:25:00,3.61
2023-05-29 15:25:30,3.20
2023-05-29 15:26:00,3.16
2023-05-29 15:26:30,3.34
2023-05-29 15:27:00,3.47
2023-05-29 15:27:30,2.97
2023-05-29 15:28:00,2.98
2023-05-29 15:28:30,3.37
2023-05-29 15:29:00,3.47
2023-05-29 15:29:30,2.91
2023-05-29 15:30:00,3.57
2023-05-29 15:30:30,3.51

