"Time","Total Cost"
2023-05-29 15:22:45,70.14
2023-05-29 15:23:00,122.87
2023-05-29 15:23:15,122.87
2023-05-29 15:23:30,122.87
2023-05-29 15:23:45,122.87
2023-05-29 15:24:00,124.90
2023-05-29 15:24:15,124.90
2023-05-29 15:24:30,124.90
2023-05-29 15:24:45,124.90
2023-05-29 15:25:00,125.55
2023-05-29 15:25:15,125.55
2023-05-29 15:25:30,125.55
2023-05-29 15:25:45,125.55
2023-05-29 15:26:00,127.31
2023-05-29 15:26:15,127.31
2023-05-29 15:26:30,127.31
2023-05-29 15:26:45,127.31
2023-05-29 15:27:00,133.36
2023-05-29 15:27:15,133.36
2023-05-29 15:27:30,133.36
2023-05-29 15:27:45,133.36
2023-05-29 15:28:00,132.69
2023-05-29 15:28:15,132.69
2023-05-29 15:28:30,132.69
2023-05-29 15:28:45,132.69
2023-05-29 15:29:00,129.15
2023-05-29 15:29:15,129.15
2023-05-29 15:29:30,129.15
2023-05-29 15:29:45,129.15
2023-05-29 15:30:00,130.49
2023-05-29 15:30:15,130.49
2023-05-29 15:30:30,130.49
2023-05-29 15:30:45,130.49
2023-05-29 15:31:00,132.87
2023-05-29 15:31:15,132.87
2023-05-29 15:31:30,132.87
2023-05-29 15:31:45,132.87
2023-05-29 15:32:00,120.82
2023-05-29 15:32:15,120.82
2023-05-29 15:32:30,120.82
2023-05-29 15:32:45,120.82

