Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,23739,0,83,99.76835587008719,1,506,8688.0,39.508390608048984,0.0,83,100,120,140,180,220,270,320,430,490,510
GET,/basket.html,23214,0,50,69.34746273800293,1,566,23020.0,38.634642553403644,0.0,50,75,95,110,160,200,260,310,440,550,570
DELETE,/cart,21343,0,5500,5125.267535023193,45,8640,0.0,35.52077091484854,0.0,5500,5800,5900,6000,6300,6600,7000,7300,8000,8400,8600
POST,/cart,23214,29,7300,7033.481433617644,50,12347,0.07995175325234773,38.634642553403644,0.04826417825659971,7300,7700,8000,8200,8600,9100,9600,10000,11000,12000,12000
GET,/category.html,23495,0,49,65.91628005958715,1,500,11518.0,39.10230579789001,0.0,49,71,90,100,150,190,250,300,410,500,500
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2603,0,48,67.17595082597003,1,453,10364.0,4.332126069032036,0.0,48,72,93,110,150,200,270,320,430,450,450
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,2549,0,46,65.22126324048646,0,478,10364.0,4.24225484055423,0.0,46,71,88,100,160,200,250,280,450,480,480
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,2680,0,45,64.53805970149254,1,436,10364.0,4.460275783713353,0.0,45,69,90,100,150,200,260,300,420,440,440
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,2588,0,44,63.591190108191654,1,483,10364.0,4.3071618388993125,0.0,44,67,87,100,150,200,260,320,430,480,480
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,2641,0,44,65.48504354411207,1,569,10364.0,4.39536878536827,0.0,44,71,91,100,150,200,260,310,470,570,570
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,2601,0,46,64.92156862745098,1,501,10364.0,4.3287975050143395,0.0,46,70,91,100,160,200,250,290,380,500,500
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,2645,0,45,66.98034026465028,1,447,10364.0,4.402025913403663,0.0,45,71,92,110,160,210,270,300,440,450,450
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,2582,0,47,65.73508907823393,1,436,10364.0,4.297176146846223,0.0,47,72,91,100,150,200,250,300,420,440,440
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,2605,0,45,66.48023032629558,1,475,10364.0,4.335454633049733,0.0,45,70,93,110,160,200,260,300,440,480,480
GET,/login,23496,0,6200,5822.533239700375,81,9995,12.998340143003064,39.10397007989886,0.0,6200,6500,6700,6900,7200,7600,8000,8300,9200,9900,10000
POST,/orders,21548,0,36000,28886.902821607575,335,51207,605.5518377575645,35.86194872666243,0.0,36000,44000,45000,45000,48000,49000,49000,49000,50000,51000,51000
,Aggregated,183543,29,250,5660.757996763701,0,51207,6908.973014497965,305.46731275003725,0.04826417825659971,250,5700,6400,6900,8700,43000,46000,48000,49000,50000,51000
