"Time","by-stack"
2023-05-29 15:20:30,3579904
2023-05-29 15:21:00,4575232
2023-05-29 15:21:30,4583424
2023-05-29 15:22:00,32768000
2023-05-29 15:22:30,32772096
2023-05-29 15:23:00,56905728
2023-05-29 15:23:30,56049664
2023-05-29 15:24:00,93835264
2023-05-29 15:24:30,93835264
2023-05-29 15:25:00,126201856
2023-05-29 15:25:30,126201856
2023-05-29 15:26:00,152584192
2023-05-29 15:26:30,152584192
2023-05-29 15:27:00,178360320
2023-05-29 15:27:30,178360320
2023-05-29 15:28:00,205139968
2023-05-29 15:28:30,205139968
2023-05-29 15:29:00,208822272
2023-05-29 15:29:30,214630400
2023-05-29 15:30:00,211099648
2023-05-29 15:30:30,217432064

