sep=,
"Time","by-dependencies"
2023-05-25 20:36:00,0.0316
2023-05-25 20:36:30,0.0709
2023-05-25 20:37:00,1.60
2023-05-25 20:37:30,3.47
2023-05-25 20:38:00,3.48
2023-05-25 20:38:30,3.12
2023-05-25 20:39:00,3.50
2023-05-25 20:39:30,3.58
2023-05-25 20:40:00,3.59
2023-05-25 20:40:30,3.46
2023-05-25 20:41:00,3.47
2023-05-25 20:41:30,3.50
2023-05-25 20:42:00,3.40
2023-05-25 20:42:30,2.87
2023-05-25 20:43:00,3.41
2023-05-25 20:43:30,3.38
2023-05-25 20:44:00,3.53
2023-05-25 20:44:30,3.56
2023-05-25 20:45:00,3.02
2023-05-25 20:45:30,3.54
2023-05-25 20:46:00,3.49

