"Time","by-dependencies"
2023-05-25 20:36:00,2008760320
2023-05-25 20:36:30,2035523584
2023-05-25 20:37:00,2376163328
2023-05-25 20:37:30,2532139008
2023-05-25 20:38:00,2586873856
2023-05-25 20:38:30,2680864768
2023-05-25 20:39:00,2741592064
2023-05-25 20:39:30,2785984512
2023-05-25 20:40:00,2830716928
2023-05-25 20:40:30,2871099392
2023-05-25 20:41:00,2914263040
2023-05-25 20:41:30,2951897088
2023-05-25 20:42:00,2990960640
2023-05-25 20:42:30,2992410624
2023-05-25 20:43:00,3001094144
2023-05-25 20:43:30,3026386944
2023-05-25 20:44:00,3042570240
2023-05-25 20:44:30,3032903680
2023-05-25 20:45:00,3034906624
2023-05-25 20:45:30,3024855040
2023-05-25 20:46:00,3028512768

