Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,28022,0,77,96.2655056741132,5,556,8688.0,46.70118615120903,0.0,77,96,110,130,170,210,290,340,440,540,560
GET,/basket.html,27492,0,42,63.60966826713226,5,683,23020.0,45.817893429057115,0.0,42,67,86,100,140,190,260,310,470,600,680
DELETE,/cart,25626,0,4500,4285.118395379693,50,7687,0.0,42.70803641106568,0.0,4500,4600,4800,4900,5100,5300,5600,5800,6600,7000,7700
POST,/cart,27496,26,6100,5902.207775676462,54,10956,0.060517893511783535,45.8245597892243,0.0433313410866974,6100,6300,6500,6700,7000,7300,7700,8000,9100,10000,11000
GET,/category.html,27788,0,43,61.72167842234058,5,610,11518.0,46.31120408142875,0.0,43,64,82,96,140,180,250,300,440,550,610
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3147,0,36,58.236415633937085,5,508,10364.0,5.244758861532182,0.0,36,57,76,92,140,180,270,310,420,510,510
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3082,0,36,61.07981829980532,5,564,10364.0,5.1364305088154385,0.0,36,60,81,96,140,200,280,310,440,560,560
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3049,0,37,59.88488028861922,5,491,10364.0,5.0814330374361685,0.0,37,60,80,94,140,180,270,310,480,490,490
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3088,0,36,58.61139896373057,5,503,10364.0,5.146430049066215,0.0,36,58,78,93,140,180,260,310,400,500,500
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3052,0,35,59.46854521625164,5,508,10364.0,5.086432807561557,0.0,35,59,80,94,140,190,270,300,420,510,510
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3093,0,37,59.63304235370191,5,453,10364.0,5.154762999275195,0.0,37,60,81,94,140,180,250,300,400,450,450
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3081,0,36,59.800389483933785,5,515,10364.0,5.1347639187736425,0.0,36,59,79,96,140,190,280,330,500,520,520
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3019,0,36,60.081152699569394,5,586,10364.0,5.031435336182287,0.0,36,60,80,94,140,190,270,310,400,590,590
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3175,0,37,59.80062992125984,5,583,10364.0,5.2914233827024715,0.0,37,58,78,96,140,190,260,310,430,580,580
GET,/login,27789,0,5100,4877.287559825831,35,8440,12.998596566986937,46.31287067147055,0.0,5100,5300,5500,5600,5900,6100,6500,6700,7400,8200,8400
POST,/orders,25827,1,32000,24426.73527703566,105,39590,604.0333372052503,43.043021009466685,0.001666590041796054,32000,36000,36000,37000,37000,38000,38000,38000,39000,39000,40000
,Aggregated,217826,27,260,4803.465862661023,5,39590,6887.701720639409,363.0266424442673,0.04499793112849346,260,4700,5300,5700,7200,36000,37000,38000,38000,39000,40000
