"Time","all-in-one"
2023-05-29 13:51:30,3162112
2023-05-29 13:52:00,3162112
2023-05-29 13:52:30,13594624
2023-05-29 13:53:00,13611008
2023-05-29 13:53:30,43577344
2023-05-29 13:54:00,43839488
2023-05-29 13:54:30,82243584
2023-05-29 13:55:00,82247680
2023-05-29 13:55:30,102359040
2023-05-29 13:56:00,102436864
2023-05-29 13:56:30,110825472
2023-05-29 13:57:00,110825472
2023-05-29 13:57:30,97202176
2023-05-29 13:58:00,97202176
2023-05-29 13:58:30,99299328
2023-05-29 13:59:00,99299328
2023-05-29 13:59:30,103493632
2023-05-29 14:00:00,103624704
2023-05-29 14:00:30,103628800
2023-05-29 14:01:00,103628800
2023-05-29 14:01:30,114114560

