"Time","all-in-one"
2023-05-29 13:51:30,1894006784
2023-05-29 13:52:00,2029326336
2023-05-29 13:52:30,2114347008
2023-05-29 13:53:00,2148397056
2023-05-29 13:53:30,2199486464
2023-05-29 13:54:00,2217103360
2023-05-29 13:54:30,2268651520
2023-05-29 13:55:00,2291331072
2023-05-29 13:55:30,2312355840
2023-05-29 13:56:00,2313502720
2023-05-29 13:56:30,2334253056
2023-05-29 13:57:00,2358775808
2023-05-29 13:57:30,2375196672
2023-05-29 13:58:00,2373931008
2023-05-29 13:58:30,2380197888
2023-05-29 13:59:00,2377392128
2023-05-29 13:59:30,2394701824
2023-05-29 14:00:00,2398879744
2023-05-29 14:00:30,2401628160
2023-05-29 14:01:00,2409091072
2023-05-29 14:01:30,2410172416

