"Time","all-in-one"
2024-02-27 05:48:00,30711808
2024-02-27 05:48:30,47837184
2024-02-27 05:49:00,52977664
2024-02-27 05:49:30,64262144
2024-02-27 05:50:00,64262144
2024-02-27 05:50:30,114171904
2024-02-27 05:51:00,114171904
2024-02-27 05:51:30,149889024
2024-02-27 05:52:00,165183488
2024-02-27 05:52:30,215199744
2024-02-27 05:53:00,211283968
2024-02-27 05:53:30,240812032
2024-02-27 05:54:00,263385088
2024-02-27 05:54:30,283389952
2024-02-27 05:55:00,290811904
2024-02-27 05:55:30,290811904
2024-02-27 05:56:00,305008640
2024-02-27 05:56:30,323399680
2024-02-27 05:57:00,323399680
2024-02-27 05:57:30,320819200
2024-02-27 05:58:00,320819200
