"Time","Total Cost"
2023-05-28 18:57:45,68.61
2023-05-28 18:58:00,105.11
2023-05-28 18:58:15,105.11
2023-05-28 18:58:30,105.11
2023-05-28 18:58:45,105.11
2023-05-28 18:59:00,125.36
2023-05-28 18:59:15,125.36
2023-05-28 18:59:30,125.36
2023-05-28 18:59:45,125.36
2023-05-28 19:00:00,126.46
2023-05-28 19:00:15,126.46
2023-05-28 19:00:30,126.46
2023-05-28 19:00:45,126.46
2023-05-28 19:01:00,126.92
2023-05-28 19:01:15,126.92
2023-05-28 19:01:30,126.92
2023-05-28 19:01:45,126.92
2023-05-28 19:02:00,132.76
2023-05-28 19:02:15,132.76
2023-05-28 19:02:30,132.76
2023-05-28 19:02:45,132.76
2023-05-28 19:03:00,134.43
2023-05-28 19:03:15,134.43
2023-05-28 19:03:30,134.43
2023-05-28 19:03:45,134.43
2023-05-28 19:04:00,134.02
2023-05-28 19:04:15,134.02
2023-05-28 19:04:30,134.02
2023-05-28 19:04:45,134.02
2023-05-28 19:05:00,134.03
2023-05-28 19:05:15,134.03
2023-05-28 19:05:30,134.03
2023-05-28 19:05:45,134.03
2023-05-28 19:06:00,134.37
2023-05-28 19:06:15,134.37
2023-05-28 19:06:30,134.37
2023-05-28 19:06:45,134.37
2023-05-28 19:07:00,133.93
2023-05-28 19:07:15,133.93
2023-05-28 19:07:30,133.93
2023-05-28 19:07:45,133.93

